name,address,phone,website,rating,reviews_count,category,google_maps_url
Dr Naiya Bansal - Best Skin Specialist Doctor in Chandigarh,"SCO - 325, 1st Floor, Sector 40D, Chandigarh, 160036 ",098880 01489 ,https://www.drnaiyabansalskinclinic.com/,4.5,438,Skin care clinic,"https://www.google.com/maps/place/Dr+Naiya+Bansal+-+Best+Skin+Specialist+Doctor+in+Chandigarh/@30.7065501,76.7024311,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390feddbffffffeb:0xb49452c8b19705f1!8m2!3d30.7393105!4d76.731439!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSARBza2luX2NhcmVfY2xpbmlj4AEA!16s%2Fg%2F11f15lmtjh?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Bhardwaj Clinic,"Flat number 57, Sector 44 A, Sector 44, Chandigarh, 160043 ",098728 74439 ,,5.0,17,Medical clinic,"https://www.google.com/maps/place/Bhardwaj+Clinic/@30.7393105,76.6593412,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fedb79e59ca03:0xa0cc403147041718!8m2!3d30.7158936!4d76.7522527!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyczVXbFJxUm0xa1JrWlBZbGR3Y1ZWRmVGbFNWMlJ1VmtWd1lWbFhZeEFC4AEA-gEECDsQEw!16s%2Fg%2F11rz2csc3r?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Medicare Clinic,"Shop No. 6, Bara Complex, Market, Buterla, Buterla Village, Sector 41B, Chandigarh, 160036 ",0172 269 3119 ,,5.0,,Medical clinic,"https://www.google.com/maps/place/Medicare+Clinic/@30.7393105,76.6593412,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390feddc05947e85:0x81e5d2a047e25c71!8m2!3d30.7330596!4d76.7400762!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1pv2q6m2f?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
"Alive Wellness Clinics - Sector 9, Chandigarh","1st Floor, SCO 50-51, Madhya Marg, 9D, Sector 9, Chandigarh, 160009 ",097174 25333 ,https://branches.alivewellnessclinics.com/alivewellness-sector-9-chandigarh/aws08/category,4.5,90,Skin care clinic,"https://www.google.com/maps/place/Alive+Wellness+Clinics+-+Sector+9,+Chandigarh/@30.7393105,76.6593412,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed25216db52b:0x1bf8660f3ad10c3!8m2!3d30.7445107!4d76.7888436!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSARBza2luX2NhcmVfY2xpbmlj4AEA!16s%2Fg%2F11h816zm9h?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Public Clinic,"Booth No.49, Sector 40B, Chandigarh, 160036 ",0172 269 4948 ,,3.1,22,Medical clinic,"https://www.google.com/maps/place/Public+Clinic/@30.7445107,76.7167458,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390feddf00827a87:0xdbcd7029e0a530f!8m2!3d30.7349833!4d76.7363853!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSeWRVMTViVTUzRUFF4AEA-gEECAAQHw!16s%2Fg%2F1ptwfm1s8?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Dr Yogi Health Care - Sexologist Doctor in Chandigarh | Sex Clinic | Sex Specialist,"SCO 85, Sector 24C, Sector 24, Chandigarh, 160023 ",090411 23000 ,https://dryogihealthcare.com/,4.9,213,Medical clinic,"https://www.google.com/maps/place/Dr+Yogi+Health+Care+-+Sexologist+Doctor+in+Chandigarh+%7C+Sex+Clinic+%7C+Sex+Specialist/@30.7349833,76.6642875,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed5578ccd997:0xd0001928f771f8fe!8m2!3d30.7451691!4d76.7617932!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQpzZXhvbG9naXN04AEA!16s%2Fg%2F11w9gbm_qd?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Dr Yogi Health Care - Sexologist Doctor in Chandigarh | Sex Clinic | Sex Specialist,"SCO 85, Sector 24C, Sector 24, Chandigarh, 160023 ",090411 23000 ,https://dryogihealthcare.com/,4.9,213,Sexologist,"https://www.google.com/maps/place/Dr+Yogi+Health+Care+-+Sexologist+Doctor+in+Chandigarh+%7C+Sex+Clinic+%7C+Sex+Specialist/@30.7349833,76.6642875,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed5578ccd997:0xd0001928f771f8fe!8m2!3d30.7451691!4d76.7617932!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQpzZXhvbG9naXN04AEA!16s%2Fg%2F11w9gbm_qd?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Famicare Clinic,"3, Sector 15-A, Sector 15, Chandigarh, 160015 ",0172 277 0002 ,,3.9,62,Occupational medical physician,"https://www.google.com/maps/place/Famicare+Clinic/@30.7349833,76.6642875,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed9a88828b4f:0x1639fcf6ab401a8f!8m2!3d30.7548607!4d76.7702793!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAR5vY2N1cGF0aW9uYWxfbWVkaWNhbF9waHlzaWNpYW6aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUklMWFZQU0V0UkVBReABAPoBBAgtECc!16s%2Fg%2F1tj1_y6v?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Dr. Jaskaran's Svasthya Clinic - Pediatrician & Child Specialist in Chandigarh,"SCF no 4, 2 bays, 20C, Chandigarh, 160020 ",062833 67611 ,http://svasthyaclinics.com/,4.8,45,Pediatrician,"https://www.google.com/maps/place/Dr.+Jaskaran's+Svasthya+Clinic+-+Pediatrician+%26+Child+Specialist+in+Chandigarh/@30.7349833,76.6642875,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed106ea5d3af:0x4dea02ae05f6d24f!8m2!3d30.7200333!4d76.7827131!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQxwZWRpYXRyaWNpYW6aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVCZVdFd09UWmpWelUwVkd4Uk1rMUVhSHBsYmxVellqSkdNbE5XUlJBQuABAPoBBAhNEDY!16s%2Fg%2F11hf03166r?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Pain Medics Clinic Chandigarh | Pain Relief Clinic | Back Pain and Joints Pain Specialist,"SCO 212, 40D, Sector 40D, Chandigarh, 160036 ",094787 67649 ,https://painmedicsclinic.com/,5.0,170,Medical clinic,"https://www.google.com/maps/place/Pain+Medics+Clinic+Chandigarh+%7C+Pain+Relief+Clinic+%7C+Back+Pain+and+Joints+Pain+Specialist/@30.7200333,76.7106153,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed4f6a126eb3:0x25dd8994b283eebd!8m2!3d30.7370707!4d76.7331312!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F11r4wms_4b?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Healing's Advanced IVF & Fertility Center - Best IVF Center in Chandigarh,"1st & 2nd Floor, SCO 19, Piccadily Rd, Sub. City Center, Sector 34A, Sector 34, Chandigarh, 160022 ",073476 66421 ,https://healinghospital.co.in/best-gynecologist-in-chandigarh/,5.0,35,Fertility clinic,"https://www.google.com/maps/place/Healing's+Advanced+IVF+%26+Fertility+Center+-+Best+IVF+Center+in+Chandigarh/@30.7370707,76.6610334,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed9cfdb57b1f:0x2f50f86e085e8850!8m2!3d30.7246546!4d76.7689335!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSARBmZXJ0aWxpdHlfY2xpbmljmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwVmVsSnJNVUpOZW1ST1ZXMXJORmxZY0RaVldFVTFVMFphUlZrell4QULgAQD6AQUItgIQSA!16s%2Fg%2F11yjnfjzyx?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Smt. Prem Lata Memorial Hospital - Medicine Doctor in Chandigarh | Pediatrician in Chandigarh,"3234, Sector 35D, Sector 35, Chandigarh, 160022 ",095015 11605 ,,4.9,32,Medical Center,"https://www.google.com/maps/place/Smt.+Prem+Lata+Memorial+Hospital+-+Medicine+Doctor+in+Chandigarh+%7C+Pediatrician+in+Chandigarh/@30.7370707,76.6610334,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed5661e78fe5:0xc842471e8b1a9be8!8m2!3d30.7270356!4d76.7571312!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQ5tZWRpY2FsX2NlbnRlcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMDFiRTFyVWxGTlJqbGFVbFJhZDJOc1pIWmhWamxxV214bmVXRllZeEFC4AEA-gEECAAQJw!16s%2Fg%2F11kqc_j1jx?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Chhabra Clinic,"PQ7Q+8P5, Block B, CSIO Colony, 30C, Sector 30, Chandigarh, 160030 ",0172 265 1777 ,,4.7,15,Medical clinic,"https://www.google.com/maps/place/Chhabra+Clinic/@30.7370707,76.6610334,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fecfb0da56dab:0xcf094f2e2a481d9b!8m2!3d30.7132711!4d76.7893682!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycGtlVkpZYUhWYVJYQjBWMWRPU1ZwcmFERmxhMlJEVlVjMVVGRnJSUkFC4AEA-gEECAAQPA!16s%2Fg%2F1pt_qpzlp?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Atulaya Healthcare Sector 45 Chandigarh - Authorized Collection Center & Laboratory (Home Collection Facility Available),"Shop No. 181, near Civil Hospital Burail, Burail, Burail Village, Sector 45, Chandigarh, 160047 ",062800 92536 ,https://atulaya.com/,4.9,162,Medical laboratory,"https://www.google.com/maps/place/Atulaya+Healthcare+Sector+45+Chandigarh+-+Authorized+Collection+Center+%26+Laboratory+(Home+Collection+Facility+Available)/@30.7132711,76.7172704,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x83403fb0bb574779:0xefa403deff98e81!8m2!3d30.7048195!4d76.7618849!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQttZWRpY2FsX2xhYuABAA!16s%2Fg%2F11w8xbgy1n?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Kandari Clinic,"Shop No. 73/4, near Gurudwara, Sector 42 B, Village Atawa, Attawa, Chandigarh, 160036 ",098769 90963 ,,5.0,,Medical clinic,"https://www.google.com/maps/place/Kandari+Clinic/@30.7132711,76.7172704,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fedcf4e55933d:0x29859050c15dbedd!8m2!3d30.7270965!4d76.7504688!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmiSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1q5bmtjyg?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Dr Bhawna Agarwal's Sadhbhavna Clinic - best gynecologist in chandigarh,"House No, 220, Sector 40A Rd, Sector 40A, Block A, Sector 40B, Chandigarh, 160036 ",084273 94077 ,https://sadhbhavnaclinics.com/,4.8,311,Obstetrician-gynecologist,"https://www.google.com/maps/place/Dr+Bhawna+Agarwal's+Sadhbhavna+Clinic+-+best+gynecologist+in+chandigarh/@30.7270965,76.678371,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fee0a8b0f590d:0xd142d1a07a1d8140!8m2!3d30.7411252!4d76.7336964!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQxneW5lY29sb2dpc3TgAQA!16s%2Fg%2F11g6bzjjlv?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Healing's Advanced Knee & Spine Center - Knee Replacement Doctor | Best Orthopedic Doctor | Best Spine Hospital in Chandigarh,"SCO 13-14, Sector 34A, Sector 34, Chandigarh, 160022 ",070873 73434 ,https://healinghospital.co.in/totalkneereplacement/,4.9,569,Orthopedic clinic,"https://www.google.com/maps/place/Healing's+Advanced+Knee+%26+Spine+Center+-+Knee+Replacement+Doctor+%7C+Best+Orthopedic+Doctor+%7C+Best+Spine+Hospital+in+Chandigarh/@30.7270965,76.678371,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fede73487695d:0x6e48c5acf1f8e70c!8m2!3d30.7246365!4d76.768903!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSARFvcnRob3BlZGljX2NsaW5pY-ABAA!16s%2Fg%2F11h55bbq83?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Eden Critical Care Hospital,"Plot No 115, Industrial Area Phase I, Chandigarh, 160002 ",,https://edenhospital.net/,4.0,1031,General hospital,"https://www.google.com/maps/place/Eden+Critical+Care+Hospital/@30.7270965,76.678371,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fed0560b331ab:0xbb6e23b29a167746!8m2!3d30.7090753!4d76.8026094!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSARBnZW5lcmFsX2hvc3BpdGFsmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIweFRsUlhUbE5VVlZZMVpWUmFhbFZFWXpKak1UbEZVa1pSZVZKV1JSQULgAQD6AQQIPRBJ!16s%2Fg%2F1z44bd8qh?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Chikitssa Arogyaa Clinic (A Complete Mother & Child Care Clinic) | Chandigarh,"house no 1048, Sector 37 B, 37B, Sector 37, Chandigarh, 160036 ",099151 61048 ,https://www.thechikitsaclinics.com/,4.8,236,Pediatrician,"https://www.google.com/maps/place/Chikitssa+Arogyaa+Clinic+(A+Complete+Mother+%26+Child+Care+Clinic)+%7C+Chandigarh/@30.7090753,76.7305116,13z/data=!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fedc004daea37:0xb355c1ac10a48207!8m2!3d30.7394538!4d76.7560508!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQxwZWRpYXRyaWNpYW7gAQA!16s%2Fg%2F11b6gfh6wy?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
3 Pulse Ayurveda Clinic Chandigarh,"1st Floor, SCO 262, Sector 35D, Sector 35, Chandigarh, 160022 ",089551 33202 ,https://3pulseayurveda.com/,4.9,437,Doctor,"https://www.google.com/maps/place/3+Pulse+Ayurveda+Clinic+Chandigarh/@30.7394538,76.683953,13z/data=!3m1!5s0x390fedb775110a2d:0x33d0a4c31a431f0b!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390fedb0505c2637:0x5d65263af8c3e5c9!8m2!3d30.7260398!4d76.7580969!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQZkb2N0b3KaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhGTTFScVpIWk5SM0J5VTBSYU5sVXdUa3RTVkU1S1pGWTVTbE5WUlJBQuABAPoBBAgAEDo!16s%2Fg%2F11rw6kwrrw?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
Dr. Shruti Kainth | Gynecologist in Chandigarh,"Cocoon hospital, 128/1, Industrial Area Phase I, Chandigarh, Punjab 160002 ",098768 22147 ,https://www.cocoon.co.in/chandigarh/doctor-profile/dr-shruti-kainth,4.9,313,Obstetrician-gynecologist,"https://www.google.com/maps/place/Dr.+Shruti+Kainth+%7C+Gynecologist+in+Chandigarh/@30.7394538,76.683953,13z/data=!3m1!5s0x390fedb775110a2d:0x33d0a4c31a431f0b!4m10!1m2!2m1!1smedical+clinics++in+Chandigarh!3m6!1s0x390feb1e9174af7f:0xa1107e6041eff484!8m2!3d30.702877!4d76.801809!15sCh5tZWRpY2FsIGNsaW5pY3MgIGluIENoYW5kaWdhcmhaHyIdbWVkaWNhbCBjbGluaWNzIGluIGNoYW5kaWdhcmiSAQxneW5lY29sb2dpc3SaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUndlblo1WlhoM1JSQULgAQD6AQUIxwUQQw!16s%2Fg%2F11h5mfxml2?entry=ttu&g_ep=EgoyMDI2MDcyMi4wIKXMDSoASAFQAw%3D%3D"
